generation,evaluated_individuals,min_fitness,max_fitness,avg_fitness,std_fitness,best_distance,avg_distance,diversity
0,150,3.651210518048178e-06,9.869638759351437e-06,6.3168914967302425e-06,1.6039520170898358e-06,1008.5432739314033,2061.4133397277096,88.09342281879195
1,150,4.107925234951747e-06,9.869638759351437e-06,6.883698532230678e-06,1.3955668608765316e-06,1008.5432739314033,1545.6057392548637,88.75597315436242
2,150,4.13961054384707e-06,9.869638759351437e-06,7.246320737494522e-06,1.4863081018682752e-06,1008.5432739314033,1577.8787982297522,93.5579418344519
3,150,3.953293927380987e-06,9.869638759351437e-06,7.251682930537503e-06,1.8151064028603855e-06,1008.5432739314033,1459.6589455361595,94.48796420581655
4,150,3.971716025053277e-06,9.869638759351437e-06,7.532050684629322e-06,1.8961139294067763e-06,1008.5432739314033,1279.0099240717195,87.23400447427294
5,150,4.312772146173838e-06,9.869638759351437e-06,7.444600828612438e-06,1.885409809590528e-06,1008.5432739314033,1206.4593913104425,83.53977628635347
6,150,3.9484418482955674e-06,9.874202432498211e-06,7.3636647876543e-06,1.8909452960294462e-06,1043.002314230083,1214.6345300040628,84.29870246085011
7,150,3.974458680997256e-06,9.874202432498211e-06,7.310928959576178e-06,1.9630535870551022e-06,1043.002314230083,1207.1495451239718,84.79418344519016
8,150,4.135176939220915e-06,9.874202432498211e-06,7.696987278183965e-06,1.8483886952893978e-06,1043.002314230083,1211.6685250419898,90.24268456375839
9,150,4.510382822058925e-06,9.875735522472743e-06,7.986350889054152e-06,1.7526573141219074e-06,1006.4820110056709,1201.7353691371318,86.8675615212528
10,150,4.5091247344763915e-06,9.881590007424269e-06,8.038726767350885e-06,1.7135592394634082e-06,985.3926622938073,1213.6599894956394,87.79624161073825
11,150,4.488982738335082e-06,9.881590007424269e-06,7.703655355606919e-06,1.765226003830847e-06,985.3926622938073,1262.405541321567,86.74371364653244
12,150,4.136009048655503e-06,9.881590007424269e-06,7.719209713552276e-06,1.7557035226015455e-06,985.3926622938073,1252.7694064812442,83.74183445190157
13,150,3.9712501434607636e-06,9.881590007424269e-06,7.492700095615433e-06,1.7500569714703983e-06,985.3926622938073,1250.9452495833525,90.69691275167786
14,150,3.931180508728316e-06,9.881590007424269e-06,7.711997118438578e-06,1.7349869627230864e-06,985.3926622938073,1265.3629216233978,87.48116331096197
15,150,4.316529462686299e-06,9.881590007424269e-06,7.195426599029729e-06,1.6387763601986884e-06,985.3926622938073,1244.2843837010212,90.23498881431767
16,150,4.1349277550859145e-06,9.881590007424269e-06,7.407710092642442e-06,1.7181933718810105e-06,985.3926622938073,1227.3810761669956,88.51158836689038
17,150,4.465787737607286e-06,9.881590007424269e-06,7.117558382391138e-06,1.7426253265125469e-06,985.3926622938073,1278.90336932195,87.73458612975392
18,150,4.137315024544522e-06,9.881590007424269e-06,7.435785292055153e-06,1.5859778856902203e-06,985.3926622938073,1229.4641743986722,84.2275615212528
19,150,3.819248263922045e-06,9.881590007424269e-06,7.370389949851536e-06,1.7174830129317683e-06,985.3926622938073,1229.399970906416,84.117225950783
20,150,4.310477081806247e-06,9.881590007424269e-06,7.573996769747662e-06,1.6388107686168913e-06,985.3926622938073,1225.4810404365548,80.33923937360179
21,150,4.317248366463059e-06,9.881590007424269e-06,7.463857098574736e-06,1.8050036587572566e-06,985.3926622938073,1249.1193061937156,80.9069351230425
22,150,4.480320219658016e-06,9.881590007424269e-06,7.618679965857563e-06,1.750971259701755e-06,985.3926622938073,1218.7535044821116,81.44062639821028
23,150,4.509216838681718e-06,9.881590007424269e-06,7.776848950670999e-06,1.6771118501172446e-06,985.3926622938073,1201.5018990623823,79.63051454138703
24,150,4.317031481474322e-06,9.881590007424269e-06,7.4361748102550695e-06,1.7309614438050017e-06,985.3926622938073,1224.3780028963872,79.34076062639821
25,150,3.6583437179578806e-06,9.881590007424269e-06,7.737209546468416e-06,1.6665769019690847e-06,985.3926622938073,1220.036328564715,77.44277404921701
26,150,4.314802122825449e-06,9.881590007424269e-06,7.636473826617105e-06,1.7268600275298588e-06,985.3926622938073,1206.2882921509374,77.96250559284117
27,150,3.818285877935223e-06,9.881590007424269e-06,7.344685136809586e-06,1.8143960451475344e-06,985.3926622938073,1223.1877525400498,82.1985682326622
28,150,4.511193167355479e-06,9.881590007424269e-06,7.396036469412324e-06,1.555998111375563e-06,985.3926622938073,1223.4848182179037,84.51346756152125
29,150,4.135585496417258e-06,9.881590007424269e-06,7.366722495213299e-06,1.703412749666641e-06,985.3926622938073,1218.1994506904964,82.12429530201342
30,150,4.502821036851901e-06,9.881590007424269e-06,7.345067288504962e-06,1.7125667347342547e-06,985.3926622938073,1227.5860089743082,85.9220581655481
31,150,3.288642540304919e-06,9.881590007424269e-06,7.36301106843534e-06,1.717413713913053e-06,985.3926622938073,1253.1727549426344,84.87293064876957
32,150,4.511798221569985e-06,9.881590007424269e-06,7.372687308393222e-06,1.7773904554624841e-06,985.3926622938073,1247.1828324302762,85.02317673378076
33,150,3.7947289894036937e-06,9.881590007424269e-06,7.5625410617493935e-06,1.6826683304021586e-06,985.3926622938073,1215.4309337837733,79.53700223713646
34,150,4.317248366463059e-06,9.881590007424269e-06,7.512658338813911e-06,1.6969188634683882e-06,985.3926622938073,1249.6212579833887,84.96823266219239
35,150,3.961543858753178e-06,9.881590007424269e-06,7.344742545928104e-06,1.890287251625086e-06,985.3926622938073,1277.2082909943226,82.2489485458613
36,150,3.9380096303734295e-06,9.881590007424269e-06,7.4477592598451955e-06,1.717571356079699e-06,985.3926622938073,1219.4832410208555,81.62630872483221
37,150,4.317248366463059e-06,9.881590007424269e-06,7.283417140302988e-06,1.7084583302081247e-06,985.3926622938073,1211.062506176364,84.65163310961968
38,150,4.317410109381261e-06,9.881590007424269e-06,7.50383618004428e-06,1.7647351071033994e-06,985.3926622938073,1215.4498003406209,84.30595078299777
39,150,4.513705696757325e-06,9.881590007424269e-06,7.485652188939966e-06,1.6946893651549485e-06,985.3926622938073,1238.2334158005644,83.82156599552573
40,150,3.972487881905092e-06,9.881590007424269e-06,7.5116573576025214e-06,1.687651418246145e-06,985.3926622938073,1221.7612461494566,83.93431767337808
41,150,4.317374270310876e-06,9.881590007424269e-06,7.735463437526244e-06,1.5774338018490654e-06,985.3926622938073,1203.0719126241415,83.10246085011185
42,150,3.6706650308061363e-06,9.881590007424269e-06,7.353239077525118e-06,1.8163670303113976e-06,985.3926622938073,1206.150168827775,77.72769574944071
43,150,4.296795895928046e-06,9.881590007424269e-06,7.796658719248303e-06,1.5790913607976027e-06,985.3926622938073,1216.5408962014333,76.77011185682326
44,150,3.5421880351130684e-06,9.881590007424269e-06,7.366288017530105e-06,1.8594043239305888e-06,985.3926622938073,1233.6344037247943,82.89387024608502
45,150,4.314964908928003e-06,9.881590007424269e-06,7.428391935236259e-06,1.727729717029121e-06,985.3926622938073,1219.463591314491,83.44510067114093
46,150,3.81279303999545e-06,9.881590007424269e-06,7.684080650953827e-06,1.7721170967020087e-06,985.3926622938073,1214.447377184114,82.61995525727069
47,150,4.507957562961506e-06,9.881590007424269e-06,7.762968544117203e-06,1.6444116309085438e-06,985.3926622938073,1215.6495656397612,82.4158389261745
48,150,3.957634456092155e-06,9.881590007424269e-06,7.4327152529625545e-06,1.8076056034521739e-06,985.3926622938073,1246.3447842495932,87.65557046979866
49,150,4.133390272503882e-06,9.881590007424269e-06,7.427568894863355e-06,1.8292436941989084e-06,985.3926622938073,1251.2249469344904,84.95212527964206
